Virus_Name	Variant	EPI_ISL_ID
hCoV-19/USA/WA-S17230/2022	Omicron	EPI_ISL_9553015
hCoV-19/USA/WA-S17263/2022	Omicron	EPI_ISL_9553048
hCoV-19/USA/WA-S17305/2022	Omicron	EPI_ISL_9553090
hCoV-19/USA/WA-S17256/2022	Omicron	EPI_ISL_9553041
hCoV-19/USA/WA-S17296/2022	Omicron	EPI_ISL_9553081
hCoV-19/USA/WA-S17252/2022	Omicron	EPI_ISL_9553037
hCoV-19/USA/WA-S17237/2022	Omicron	EPI_ISL_9553022
hCoV-19/USA/WA-S17318/2022	Omicron	EPI_ISL_9553103
hCoV-19/USA/WA-S17255/2022	Omicron	EPI_ISL_9553040
hCoV-19/USA/WA-S17238/2022	Omicron	EPI_ISL_9553023
hCoV-19/USA/WA-S17326/2022	Omicron	EPI_ISL_9553111
hCoV-19/USA/WA-S17270/2022	Omicron	EPI_ISL_9553055
hCoV-19/USA/WA-S17251/2022	Omicron	EPI_ISL_9553036
hCoV-19/USA/WA-S17288/2022	Omicron	EPI_ISL_9553073
hCoV-19/USA/WA-S17262/2022	Omicron	EPI_ISL_9553047
hCoV-19/USA/WA-S17384/2022	Omicron	EPI_ISL_9553169
hCoV-19/USA/WA-S17235/2022	Omicron	EPI_ISL_9553020
hCoV-19/USA/WA-S17249/2022	Omicron	EPI_ISL_9553034
hCoV-19/USA/WA-S17314/2022	Omicron	EPI_ISL_9553099
hCoV-19/USA/WA-S17315/2022	Omicron	EPI_ISL_9553100
hCoV-19/USA/WA-S17310/2022	Omicron	EPI_ISL_9553095
hCoV-19/USA/WA-S17261/2022	Omicron	EPI_ISL_9553046
hCoV-19/USA/WA-S17122/2022	Omicron	EPI_ISL_9346942
hCoV-19/USA/WA-S17260/2022	Omicron	EPI_ISL_9553045
hCoV-19/USA/WA-S17281/2022	Omicron	EPI_ISL_9553066
hCoV-19/USA/WA-S17253/2022	Omicron	EPI_ISL_9553038
hCoV-19/USA/WA-S17241/2022	Omicron	EPI_ISL_9553026
hCoV-19/USA/WA-S17298/2022	Omicron	EPI_ISL_9553083
hCoV-19/USA/WA-S17282/2022	Omicron	EPI_ISL_9553067
hCoV-19/USA/WA-S17243/2022	Omicron	EPI_ISL_9553028
hCoV-19/USA/WA-S17264/2022	Omicron	EPI_ISL_9553049
hCoV-19/USA/WA-S17297/2022	Omicron	EPI_ISL_9553082
hCoV-19/USA/WA-S17232/2022	Omicron	EPI_ISL_9553017
hCoV-19/USA/WA-S17383/2022	Omicron	EPI_ISL_9553168
hCoV-19/USA/WA-S17382/2022	Omicron	EPI_ISL_9553167
hCoV-19/USA/WA-S17317/2022	Omicron	EPI_ISL_9553102
hCoV-19/USA/WA-S17236/2022	Omicron	EPI_ISL_9553021
hCoV-19/USA/WA-S17242/2022	Omicron	EPI_ISL_9553027
hCoV-19/USA/WA-S17300/2022	Omicron	EPI_ISL_9553085
hCoV-19/USA/WA-S17306/2022	Omicron	EPI_ISL_9553091
hCoV-19/USA/WA-S17284/2022	Omicron	EPI_ISL_9553069
hCoV-19/USA/WA-S17295/2022	Omicron	EPI_ISL_9553080
hCoV-19/USA/WA-S17649/2022	Omicron	EPI_ISL_9638266
hCoV-19/USA/WA-S17379/2022	Omicron	EPI_ISL_9553164
hCoV-19/USA/WA-S17390/2022	Omicron	EPI_ISL_9553175
hCoV-19/USA/WA-S17285/2022	Omicron	EPI_ISL_9553070
hCoV-19/USA/WA-S17228/2022	Omicron	EPI_ISL_9553013
hCoV-19/USA/WA-S17259/2022	Omicron	EPI_ISL_9553044
hCoV-19/USA/WA-S17339/2022	Omicron	EPI_ISL_9553124
hCoV-19/USA/WA-S17340/2022	Omicron	EPI_ISL_9553125
hCoV-19/USA/WA-S17323/2022	Omicron	EPI_ISL_9553108
hCoV-19/USA/WA-S17378/2022	Omicron	EPI_ISL_9553163
hCoV-19/USA/WA-S17240/2022	Omicron	EPI_ISL_9553025
hCoV-19/USA/WA-S17375/2022	Omicron	EPI_ISL_9553160
hCoV-19/USA/WA-S17280/2022	Omicron	EPI_ISL_9553065
hCoV-19/USA/WA-S17329/2022	Omicron	EPI_ISL_9553114
hCoV-19/USA/WA-S17304/2022	Omicron	EPI_ISL_9553089
hCoV-19/USA/WA-S17165/2022	Omicron	EPI_ISL_9346986
hCoV-19/USA/WA-S17376/2022	Omicron	EPI_ISL_9553161
hCoV-19/USA/WA-S17278/2022	Omicron	EPI_ISL_9553063
hCoV-19/USA/WA-S17389/2022	Omicron	EPI_ISL_9553174
hCoV-19/USA/WA-S17171/2022	Omicron	EPI_ISL_9346992
hCoV-19/USA/WA-S17277/2022	Omicron	EPI_ISL_9553062
hCoV-19/USA/WA-S17275/2022	Omicron	EPI_ISL_9553060
hCoV-19/USA/WA-S17294/2022	Omicron	EPI_ISL_9553079
hCoV-19/USA/WA-S17269/2022	Omicron	EPI_ISL_9553054
hCoV-19/USA/WA-S17254/2022	Omicron	EPI_ISL_9553039
hCoV-19/USA/WA-S17233/2022	Omicron	EPI_ISL_9553018
hCoV-19/USA/WA-S17394/2022	Omicron	EPI_ISL_9553179
hCoV-19/USA/WA-S17303/2022	Omicron	EPI_ISL_9553088
hCoV-19/USA/WA-S17332/2022	Omicron	EPI_ISL_9553117
hCoV-19/USA/WA-S17331/2022	Omicron	EPI_ISL_9553116
hCoV-19/USA/WA-S17385/2022	Omicron	EPI_ISL_9553170
hCoV-19/USA/WA-S17377/2022	Omicron	EPI_ISL_9553162
hCoV-19/USA/WA-S17257/2022	Omicron	EPI_ISL_9553042
hCoV-19/USA/WA-S17239/2022	Omicron	EPI_ISL_9553024
hCoV-19/USA/WA-S17381/2022	Omicron	EPI_ISL_9553166
hCoV-19/USA/WA-S17234/2022	Omicron	EPI_ISL_9553019
hCoV-19/USA/WA-S17374/2022	Omicron	EPI_ISL_9553159
hCoV-19/USA/WA-S17380/2022	Omicron	EPI_ISL_9553165
hCoV-19/USA/WA-S17291/2022	Omicron	EPI_ISL_9553076
hCoV-19/USA/WA-S17301/2022	Omicron	EPI_ISL_9553086
hCoV-19/USA/WA-S17321/2022	Omicron	EPI_ISL_9553106
hCoV-19/USA/WA-S17312/2022	Omicron	EPI_ISL_9553097
hCoV-19/USA/WA-S17386/2022	Omicron	EPI_ISL_9553171
hCoV-19/USA/WA-S17387/2022	Omicron	EPI_ISL_9553172
hCoV-19/USA/WA-S17430/2022	Omicron	EPI_ISL_9553213
hCoV-19/USA/WA-S17403/2022	Omicron	EPI_ISL_9553188
hCoV-19/USA/WA-S17351/2022	Omicron	EPI_ISL_9553136
hCoV-19/USA/WA-S17367/2022	Omicron	EPI_ISL_9553152
hCoV-19/USA/WA-S17398/2022	Omicron	EPI_ISL_9553183
hCoV-19/USA/WA-S17425/2022	Omicron	EPI_ISL_9553208
hCoV-19/USA/WA-S17431/2022	Omicron	EPI_ISL_9553214
hCoV-19/USA/WA-S17350/2022	Omicron	EPI_ISL_9553135
hCoV-19/USA/WA-S17568/2022	Omicron	EPI_ISL_9638186
hCoV-19/USA/WA-S17373/2022	Omicron	EPI_ISL_9553158
hCoV-19/USA/WA-S17391/2022	Omicron	EPI_ISL_9553176
hCoV-19/USA/WA-S17413/2022	Omicron	EPI_ISL_9553197
hCoV-19/USA/WA-S17328/2022	Omicron	EPI_ISL_9553113
hCoV-19/USA/WA-S17406/2022	Omicron	EPI_ISL_9553190
hCoV-19/USA/WA-S17422/2022	Omicron	EPI_ISL_9553206
hCoV-19/USA/WA-S17372/2022	Omicron	EPI_ISL_9553157
hCoV-19/USA/WA-S17371/2022	Omicron	EPI_ISL_9553156
hCoV-19/USA/WA-S17361/2022	Omicron	EPI_ISL_9553146
hCoV-19/USA/WA-S17342/2022	Omicron	EPI_ISL_9553127
hCoV-19/USA/WA-S17410/2022	Omicron	EPI_ISL_9553194
hCoV-19/USA/WA-S17359/2022	Omicron	EPI_ISL_9553144
hCoV-19/USA/WA-S17338/2022	Omicron	EPI_ISL_9553123
hCoV-19/USA/WA-S17408/2022	Omicron	EPI_ISL_9553192
hCoV-19/USA/WA-S17421/2022	Omicron	EPI_ISL_9553205
hCoV-19/USA/WA-S17566/2022	Omicron	EPI_ISL_9638184
hCoV-19/USA/WA-S17401/2022	Omicron	EPI_ISL_9553186
hCoV-19/USA/WA-S17435/2022	Omicron	EPI_ISL_9553218
hCoV-19/USA/WA-S17333/2022	Omicron	EPI_ISL_9553118
hCoV-19/USA/WA-S17365/2022	Omicron	EPI_ISL_9553150
hCoV-19/USA/WA-S17567/2022	Omicron	EPI_ISL_9638185
hCoV-19/USA/WA-S17412/2022	Omicron	EPI_ISL_9553196
hCoV-19/USA/WA-S17392/2022	Omicron	EPI_ISL_9553177
hCoV-19/USA/WA-S17432/2022	Omicron	EPI_ISL_9553215
hCoV-19/USA/WA-S17405/2022	Omicron	EPI_ISL_9553189
hCoV-19/USA/WA-S17354/2022	Omicron	EPI_ISL_9553139
hCoV-19/USA/WA-S17362/2022	Omicron	EPI_ISL_9553147
hCoV-19/USA/WA-S17416/2022	Omicron	EPI_ISL_9553200
hCoV-19/USA/WA-S17399/2022	Omicron	EPI_ISL_9553184
hCoV-19/USA/WA-S17174/2022	Omicron	EPI_ISL_9346995
hCoV-19/USA/WA-S17352/2022	Omicron	EPI_ISL_9553137
hCoV-19/USA/WA-S17330/2022	Omicron	EPI_ISL_9553115
hCoV-19/USA/WA-S17433/2022	Omicron	EPI_ISL_9553216
hCoV-19/USA/WA-S17427/2022	Omicron	EPI_ISL_9553210
hCoV-19/USA/WA-S17341/2022	Omicron	EPI_ISL_9553126
hCoV-19/USA/WA-S17400/2022	Omicron	EPI_ISL_9553185
hCoV-19/USA/WA-S17549/2022	Omicron	EPI_ISL_9638167
hCoV-19/USA/WA-S17569/2022	Omicron	EPI_ISL_9638187
hCoV-19/USA/WA-S17553/2022	Omicron	EPI_ISL_9638171
hCoV-19/USA/WA-S17417/2022	Omicron	EPI_ISL_9553201
hCoV-19/USA/WA-S17368/2022	Omicron	EPI_ISL_9553153
hCoV-19/USA/WA-S17419/2022	Omicron	EPI_ISL_9553203
hCoV-19/USA/WA-S17334/2022	Omicron	EPI_ISL_9553119
hCoV-19/USA/WA-S17434/2022	Omicron	EPI_ISL_9553217
hCoV-19/USA/WA-S17370/2022	Omicron	EPI_ISL_9553155
hCoV-19/USA/WA-S17353/2022	Omicron	EPI_ISL_9553138
hCoV-19/USA/WA-S17544/2022	Omicron	EPI_ISL_9638162
hCoV-19/USA/WA-S17355/2022	Omicron	EPI_ISL_9553140
hCoV-19/USA/WA-S17428/2022	Omicron	EPI_ISL_9553211
hCoV-19/USA/WA-S17356/2022	Omicron	EPI_ISL_9553141
hCoV-19/USA/WA-S17347/2022	Omicron	EPI_ISL_9553132
hCoV-19/USA/WA-S17327/2022	Omicron	EPI_ISL_9553112
hCoV-19/USA/WA-S17564/2022	Omicron	EPI_ISL_9638182
hCoV-19/USA/WA-S17348/2022	Omicron	EPI_ISL_9553133
hCoV-19/USA/WA-S17409/2022	Omicron	EPI_ISL_9553193
hCoV-19/USA/WA-S17364/2022	Omicron	EPI_ISL_9553149
hCoV-19/USA/WA-S17565/2022	Omicron	EPI_ISL_9638183
hCoV-19/USA/WA-S17415/2022	Omicron	EPI_ISL_9553199
hCoV-19/USA/WA-S17358/2022	Omicron	EPI_ISL_9553143
hCoV-19/USA/WA-S17426/2022	Omicron	EPI_ISL_9553209
hCoV-19/USA/WA-S17420/2022	Omicron	EPI_ISL_9553204
hCoV-19/USA/WA-S17550/2022	Omicron	EPI_ISL_9638168
hCoV-19/USA/WA-S17414/2022	Omicron	EPI_ISL_9553198
hCoV-19/USA/WA-S17570/2022	Omicron	EPI_ISL_9638188
hCoV-19/USA/WA-S17366/2022	Omicron	EPI_ISL_9553151
hCoV-19/USA/WA-S17411/2022	Omicron	EPI_ISL_9553195
hCoV-19/USA/WA-S17436/2022	Omicron	EPI_ISL_9553219
hCoV-19/USA/WA-S17418/2022	Omicron	EPI_ISL_9553202
hCoV-19/USA/WA-S17397/2022	Omicron	EPI_ISL_9553182
hCoV-19/USA/WA-S17336/2022	Omicron	EPI_ISL_9553121
hCoV-19/USA/WA-S17552/2022	Omicron	EPI_ISL_9638170
hCoV-19/USA/WA-S17335/2022	Omicron	EPI_ISL_9553120
hCoV-19/USA/WA-S17360/2022	Omicron	EPI_ISL_9553145
hCoV-19/USA/WA-S17402/2022	Omicron	EPI_ISL_9553187
hCoV-19/USA/WA-S17369/2022	Omicron	EPI_ISL_9553154
hCoV-19/USA/WA-S17343/2022	Omicron	EPI_ISL_9553128
hCoV-19/USA/WA-S17337/2022	Omicron	EPI_ISL_9553122
hCoV-19/USA/WA-S17548/2022	Omicron	EPI_ISL_9638166
hCoV-19/USA/WA-S17344/2022	Omicron	EPI_ISL_9553129
hCoV-19/USA/WA-S17396/2022	Omicron	EPI_ISL_9553181
hCoV-19/USA/WA-S17407/2022	Omicron	EPI_ISL_9553191
hCoV-19/USA/WA-S17625/2022	Omicron	EPI_ISL_9638242
hCoV-19/USA/WA-S17546/2022	Omicron	EPI_ISL_9638164
hCoV-19/USA/WA-S17429/2022	Omicron	EPI_ISL_9553212
hCoV-19/USA/WA-S17604/2022	Omicron	EPI_ISL_9638221
hCoV-19/USA/WA-S17598/2022	Omicron	EPI_ISL_9638215
hCoV-19/USA/WA-S17639/2022	Omicron	EPI_ISL_9638256
hCoV-19/USA/WA-S17542/2022	Omicron	EPI_ISL_9638160
hCoV-19/USA/WA-S17578/2022	Omicron	EPI_ISL_9638196
hCoV-19/USA/WA-S17587/2022	Omicron	EPI_ISL_9638205
hCoV-19/USA/WA-S17543/2022	Omicron	EPI_ISL_9638161
hCoV-19/USA/WA-S17581/2022	Omicron	EPI_ISL_9638199
hCoV-19/USA/WA-S17572/2022	Omicron	EPI_ISL_9638190
hCoV-19/USA/WA-S17575/2022	Omicron	EPI_ISL_9638193
hCoV-19/USA/WA-S17437/2022	Omicron	EPI_ISL_9553220
hCoV-19/USA/WA-S17545/2022	Omicron	EPI_ISL_9638163
hCoV-19/USA/WA-S17440/2022	Omicron	EPI_ISL_9553223
hCoV-19/USA/WA-S17603/2022	Omicron	EPI_ISL_9638220
hCoV-19/USA/WA-S17541/2022	Omicron	EPI_ISL_9638159
hCoV-19/USA/WA-S17641/2022	Omicron	EPI_ISL_9638258
hCoV-19/USA/WA-S17599/2022	Omicron	EPI_ISL_9638216
hCoV-19/USA/WA-S17438/2022	Omicron	EPI_ISL_9553221
hCoV-19/USA/WA-S17605/2022	Omicron	EPI_ISL_9638222
hCoV-19/USA/WA-S17576/2022	Omicron	EPI_ISL_9638194
hCoV-19/USA/WA-S17595/2022	Omicron	EPI_ISL_9638212
hCoV-19/USA/WA-S17596/2022	Omicron	EPI_ISL_9638213
hCoV-19/USA/WA-S17589/2022	Omicron	EPI_ISL_9638207
hCoV-19/USA/WA-S17554/2022	Omicron	EPI_ISL_9638172
hCoV-19/USA/WA-S17610/2022	Omicron	EPI_ISL_9638227
hCoV-19/USA/WA-S17579/2022	Omicron	EPI_ISL_9638197
hCoV-19/USA/WA-S17600/2022	Omicron	EPI_ISL_9638217
hCoV-19/USA/WA-S17561/2022	Omicron	EPI_ISL_9638179
hCoV-19/USA/WA-S17540/2022	Omicron	EPI_ISL_9638158
hCoV-19/USA/WA-S17638/2022	Omicron	EPI_ISL_9638255
hCoV-19/USA/WA-S17590/2022	Omicron	EPI_ISL_9638208
hCoV-19/USA/WA-S17580/2022	Omicron	EPI_ISL_9638198
hCoV-19/USA/WA-S17445/2022	Omicron	EPI_ISL_9553228
hCoV-19/USA/WA-S17559/2022	Omicron	EPI_ISL_9638177
hCoV-19/USA/WA-S17586/2022	Omicron	EPI_ISL_9638204
hCoV-19/USA/WA-S17577/2022	Omicron	EPI_ISL_9638195
hCoV-19/USA/WA-S17573/2022	Omicron	EPI_ISL_9638191
hCoV-19/USA/WA-S17652/2022	Omicron	EPI_ISL_9638269
hCoV-19/USA/WA-S17562/2022	Omicron	EPI_ISL_9638180
hCoV-19/USA/WA-S17601/2022	Omicron	EPI_ISL_9638218
hCoV-19/USA/WA-S17447/2022	Omicron	EPI_ISL_9553230
hCoV-19/USA/WA-S17651/2022	Omicron	EPI_ISL_9638268
hCoV-19/USA/WA-S17441/2022	Omicron	EPI_ISL_9553224
hCoV-19/USA/WA-S17640/2022	Omicron	EPI_ISL_9638257
hCoV-19/USA/WA-S17444/2022	Omicron	EPI_ISL_9553227
hCoV-19/USA/WA-S17660/2022	Omicron	EPI_ISL_9638277
hCoV-19/USA/WA-S17643/2022	Omicron	EPI_ISL_9638260
hCoV-19/USA/WA-S17654/2022	Omicron	EPI_ISL_9638271
hCoV-19/USA/WA-S17439/2022	Omicron	EPI_ISL_9553222
hCoV-19/USA/WA-S17695/2022	Omicron	EPI_ISL_9638312
hCoV-19/USA/WA-S17443/2022	Omicron	EPI_ISL_9553226
hCoV-19/USA/WA-S17442/2022	Omicron	EPI_ISL_9553225
hCoV-19/USA/WA-S17608/2022	Omicron	EPI_ISL_9638225
hCoV-19/USA/WA-S17623/2022	Omicron	EPI_ISL_9638240
hCoV-19/USA/WA-S17642/2022	Omicron	EPI_ISL_9638259
hCoV-19/USA/WA-S17571/2022	Omicron	EPI_ISL_9638189
hCoV-19/USA/WA-S17606/2022	Omicron	EPI_ISL_9638223
hCoV-19/USA/WA-S17585/2022	Omicron	EPI_ISL_9638203
hCoV-19/USA/WA-S17582/2022	Omicron	EPI_ISL_9638200
hCoV-19/USA/WA-S17594/2022	Omicron	EPI_ISL_9638211
hCoV-19/USA/WA-S17644/2022	Omicron	EPI_ISL_9638261
hCoV-19/USA/WA-S17646/2022	Omicron	EPI_ISL_9638263
hCoV-19/USA/WA-S17645/2022	Omicron	EPI_ISL_9638262
hCoV-19/USA/WA-S17555/2022	Omicron	EPI_ISL_9638173
hCoV-19/USA/WA-S17455/2022	Omicron	EPI_ISL_9553238
hCoV-19/USA/WA-S17557/2022	Omicron	EPI_ISL_9638175
hCoV-19/USA/WA-S17556/2022	Omicron	EPI_ISL_9638174
hCoV-19/USA/WA-S17597/2022	Omicron	EPI_ISL_9638214
hCoV-19/USA/WA-S17547/2022	Omicron	EPI_ISL_9638165
hCoV-19/USA/WA-S17539/2022	Omicron	EPI_ISL_9638157
hCoV-19/USA/WA-S17558/2022	Omicron	EPI_ISL_9638176
hCoV-19/USA/WA-S17583/2022	Omicron	EPI_ISL_9638201
hCoV-19/USA/WA-S17574/2022	Omicron	EPI_ISL_9638192
hCoV-19/USA/WA-S17591/2022	Omicron	EPI_ISL_9638209
hCoV-19/USA/WA-S17650/2022	Omicron	EPI_ISL_9638267
hCoV-19/USA/WA-S17656/2022	Omicron	EPI_ISL_9638273
hCoV-19/USA/WA-S17648/2022	Omicron	EPI_ISL_9638265
hCoV-19/USA/WA-S17653/2022	Omicron	EPI_ISL_9638270
hCoV-19/USA/WA-S17630/2022	Omicron	EPI_ISL_9638247
hCoV-19/USA/WA-S17681/2022	Omicron	EPI_ISL_9638298
hCoV-19/USA/WA-S17624/2022	Omicron	EPI_ISL_9638241
hCoV-19/USA/WA-S17724/2022	Omicron	EPI_ISL_9638341
hCoV-19/USA/WA-S17658/2022	Omicron	EPI_ISL_9638275
hCoV-19/USA/WA-S17628/2022	Omicron	EPI_ISL_9638245
hCoV-19/USA/WA-S17672/2022	Omicron	EPI_ISL_9638289
hCoV-19/USA/WA-S17680/2022	Omicron	EPI_ISL_9638297
hCoV-19/USA/WA-S17635/2022	Omicron	EPI_ISL_9638252
hCoV-19/USA/WA-S17664/2022	Omicron	EPI_ISL_9638281
hCoV-19/USA/WA-S17674/2022	Omicron	EPI_ISL_9638291
hCoV-19/USA/WA-S17663/2022	Omicron	EPI_ISL_9638280
hCoV-19/USA/WA-S17723/2022	Omicron	EPI_ISL_9638340
hCoV-19/USA/WA-S17668/2022	Omicron	EPI_ISL_9638285
hCoV-19/USA/WA-S17683/2022	Omicron	EPI_ISL_9638300
hCoV-19/USA/WA-S17673/2022	Omicron	EPI_ISL_9638290
hCoV-19/USA/WA-S17685/2022	Omicron	EPI_ISL_9638302
hCoV-19/USA/WA-S17667/2022	Omicron	EPI_ISL_9638284
hCoV-19/USA/WA-S17694/2022	Omicron	EPI_ISL_9638311
hCoV-19/USA/WA-S17657/2022	Omicron	EPI_ISL_9638274
hCoV-19/USA/WA-S17633/2022	Omicron	EPI_ISL_9638250
hCoV-19/USA/WA-S17686/2022	Omicron	EPI_ISL_9638303
hCoV-19/USA/WA-S17631/2022	Omicron	EPI_ISL_9638248
hCoV-19/USA/WA-S17647/2022	Omicron	EPI_ISL_9638264
hCoV-19/USA/WA-S17616/2022	Omicron	EPI_ISL_9638233
hCoV-19/USA/WA-S17679/2022	Omicron	EPI_ISL_9638296
hCoV-19/USA/WA-S17617/2022	Omicron	EPI_ISL_9638234
hCoV-19/USA/WA-S17701/2022	Omicron	EPI_ISL_9638318
hCoV-19/USA/WA-S17662/2022	Omicron	EPI_ISL_9638279
hCoV-19/USA/WA-S17659/2022	Omicron	EPI_ISL_9638276
hCoV-19/USA/WA-S17666/2022	Omicron	EPI_ISL_9638283
hCoV-19/USA/WA-S17614/2022	Omicron	EPI_ISL_9638231
hCoV-19/USA/WA-S17670/2022	Omicron	EPI_ISL_9638287
hCoV-19/USA/WA-S17697/2022	Omicron	EPI_ISL_9638314
hCoV-19/USA/WA-S17619/2022	Omicron	EPI_ISL_9638236
hCoV-19/USA/WA-S17698/2022	Omicron	EPI_ISL_9638315
hCoV-19/USA/WA-S17626/2022	Omicron	EPI_ISL_9638243
hCoV-19/USA/WA-S17627/2022	Omicron	EPI_ISL_9638244
hCoV-19/USA/WA-S17629/2022	Omicron	EPI_ISL_9638246
hCoV-19/USA/WA-S17678/2022	Omicron	EPI_ISL_9638295
hCoV-19/USA/WA-S17613/2022	Omicron	EPI_ISL_9638230
hCoV-19/USA/WA-S17615/2022	Omicron	EPI_ISL_9638232
hCoV-19/USA/WA-S17661/2022	Omicron	EPI_ISL_9638278
hCoV-19/USA/WA-S17693/2022	Omicron	EPI_ISL_9638310
hCoV-19/USA/WA-S17612/2022	Omicron	EPI_ISL_9638229
hCoV-19/USA/WA-S17691/2022	Omicron	EPI_ISL_9638308
hCoV-19/USA/WA-S17684/2022	Omicron	EPI_ISL_9638301
hCoV-19/USA/WA-S17699/2022	Omicron	EPI_ISL_9638316
hCoV-19/USA/WA-S17609/2022	Omicron	EPI_ISL_9638226
hCoV-19/USA/WA-S17637/2022	Omicron	EPI_ISL_9638254
hCoV-19/USA/WA-S17689/2022	Omicron	EPI_ISL_9638306
hCoV-19/USA/WA-S17700/2022	Omicron	EPI_ISL_9638317
hCoV-19/USA/WA-S17720/2022	Omicron	EPI_ISL_9638337
hCoV-19/USA/WA-S17634/2022	Omicron	EPI_ISL_9638251
hCoV-19/USA/WA-S17696/2022	Omicron	EPI_ISL_9638313
hCoV-19/USA/WA-S17636/2022	Omicron	EPI_ISL_9638253
hCoV-19/USA/WA-S17632/2022	Omicron	EPI_ISL_9638249
hCoV-19/USA/WA-S17682/2022	Omicron	EPI_ISL_9638299
hCoV-19/USA/WA-S17677/2022	Omicron	EPI_ISL_9638294
hCoV-19/USA/WA-S17671/2022	Omicron	EPI_ISL_9638288
hCoV-19/USA/WA-S17611/2022	Omicron	EPI_ISL_9638228
hCoV-19/USA/WA-S17687/2022	Omicron	EPI_ISL_9638304
hCoV-19/USA/WA-S17702/2022	Omicron	EPI_ISL_9638319
hCoV-19/USA/WA-S17704/2022	Omicron	EPI_ISL_9638321
hCoV-19/USA/WA-S17726/2022	Omicron	EPI_ISL_9638343
hCoV-19/USA/WA-S17716/2022	Omicron	EPI_ISL_9638333
hCoV-19/USA/WA-S17722/2022	Omicron	EPI_ISL_9638339
hCoV-19/USA/WA-S17713/2022	Omicron	EPI_ISL_9638330
hCoV-19/USA/WA-S17712/2022	Omicron	EPI_ISL_9638329
hCoV-19/USA/WA-S17727/2022	Omicron	EPI_ISL_9638344
hCoV-19/USA/WA-S17714/2022	Omicron	EPI_ISL_9638331
hCoV-19/USA/WA-S17688/2022	Omicron	EPI_ISL_9638305
hCoV-19/USA/WA-S17710/2022	Omicron	EPI_ISL_9638327
hCoV-19/USA/WA-S17705/2022	Omicron	EPI_ISL_9638322
hCoV-19/USA/WA-S17715/2022	Omicron	EPI_ISL_9638332
hCoV-19/USA/WA-S17718/2022	Omicron	EPI_ISL_9638335
hCoV-19/USA/WA-S17708/2022	Omicron	EPI_ISL_9638325
hCoV-19/USA/WA-S17731/2022	Omicron	EPI_ISL_9638348
hCoV-19/USA/WA-S17703/2022	Omicron	EPI_ISL_9638320
hCoV-19/USA/WA-S17706/2022	Omicron	EPI_ISL_9638323
hCoV-19/USA/WA-S17707/2022	Omicron	EPI_ISL_9638324
hCoV-19/USA/WA-S17733/2022	Omicron	EPI_ISL_9638350
hCoV-19/USA/WA-S17709/2022	Omicron	EPI_ISL_9638326
hCoV-19/USA/WA-S17719/2022	Omicron	EPI_ISL_9638336
hCoV-19/USA/WA-S17711/2022	Omicron	EPI_ISL_9638328
hCoV-19/USA/WA-S17717/2022	Omicron	EPI_ISL_9638334
hCoV-19/USA/WA-S17721/2022	Omicron	EPI_ISL_9638338
hCoV-19/USA/WA-S17730/2022	Omicron	EPI_ISL_9638347
hCoV-19/USA/WA-S17725/2022	Omicron	EPI_ISL_9638342
hCoV-19/USA/WA-S17732/2022	Omicron	EPI_ISL_9638349
hCoV-19/USA/WA-S17728/2022	Omicron	EPI_ISL_9638345
hCoV-19/USA/WA-S17746/2022	Omicron	EPI_ISL_9638363
hCoV-19/USA/WA-S17754/2022	Omicron	EPI_ISL_9638371
hCoV-19/USA/WA-S17753/2022	Omicron	EPI_ISL_9638370
hCoV-19/USA/WA-S17741/2022	Omicron	EPI_ISL_9638358
hCoV-19/USA/WA-S17738/2022	Omicron	EPI_ISL_9638355
hCoV-19/USA/WA-S17737/2022	Omicron	EPI_ISL_9638354
hCoV-19/USA/WA-S17752/2022	Omicron	EPI_ISL_9638369
hCoV-19/USA/WA-S17750/2022	Omicron	EPI_ISL_9638367
hCoV-19/USA/WA-S17945/2022	Omicron	EPI_ISL_9881812
hCoV-19/USA/WA-S17744/2022	Omicron	EPI_ISL_9638361
hCoV-19/USA/WA-S17743/2022	Omicron	EPI_ISL_9638360
hCoV-19/USA/WA-S17736/2022	Omicron	EPI_ISL_9638353
hCoV-19/USA/WA-S17739/2022	Omicron	EPI_ISL_9638356
hCoV-19/USA/WA-S17747/2022	Omicron	EPI_ISL_9638364
hCoV-19/USA/WA-S17734/2022	Omicron	EPI_ISL_9638351
hCoV-19/USA/WA-S17748/2022	Omicron	EPI_ISL_9638365
hCoV-19/USA/WA-S17740/2022	Omicron	EPI_ISL_9638357
hCoV-19/USA/WA-S17946/2022	Omicron	EPI_ISL_9881758
hCoV-19/USA/WA-S17774/2022	Omicron	EPI_ISL_9638391
hCoV-19/USA/WA-S17938/2022	Omicron	EPI_ISL_9881535
hCoV-19/USA/WA-S17882/2022	Omicron	EPI_ISL_9881491
hCoV-19/USA/WA-S17772/2022	Omicron	EPI_ISL_9638389
hCoV-19/USA/WA-S17939/2022	Omicron	EPI_ISL_9881536
hCoV-19/USA/WA-S17775/2022	Omicron	EPI_ISL_9638392
hCoV-19/USA/WA-S17895/2022	Omicron	EPI_ISL_9881500
hCoV-19/USA/WA-S17759/2022	Omicron	EPI_ISL_9638376
hCoV-19/USA/WA-S17937/2022	Omicron	EPI_ISL_9881534
hCoV-19/USA/WA-S17768/2022	Omicron	EPI_ISL_9638385
hCoV-19/USA/WA-S17778/2022	Omicron	EPI_ISL_9638395
